,POS,count,session,book
357,NNS,2.8712727272727285,11,False
358,VBD,2.8974545454545466,11,False
359,TO,2.8003636363636377,11,False
360,PDT,0.13563636363636364,11,False
361,UH,0.9178181818181821,11,False
362,WDT,0.2970909090909092,11,False
363,WP,1.9629090909090916,11,False
364,WRB,1.3894545454545462,11,False
365,PRP$,1.836000000000001,11,False
366,JJR,0.24145454545454542,11,False
367,RP,1.1683636363636367,11,False
368,VBN,0.5643636363636365,11,False
369,FW,0.031636363636363636,11,False
370,POS,0.330909090909091,11,False
371,RBS,0.009818181818181816,11,False
372,RBR,0.09018181818181818,11,False
373,JJS,0.049454545454545466,11,False
374,NNPS,0.009818181818181818,11,False
375,WP$,0.006181818181818182,11,False
376,VB,9.891186440677966,12,False
377,PRP,14.541355932203388,12,False
378,RB,7.516271186440678,12,False
379,JJR,0.21322033898305084,12,False
380,IN,8.950169491525424,12,False
381,VBP,6.237966101694913,12,False
382,MD,1.561355932203391,12,False
383,DT,8.388474576271186,12,False
384,NN,19.337288135593223,12,False
385,VBG,2.358644067796611,12,False
386,PRP$,1.8481355932203392,12,False
387,NNS,2.886101694915255,12,False
388,RP,1.140677966101695,12,False
389,CC,2.325423728813561,12,False
390,EX,0.4071186440677966,12,False
391,JJ,7.4474576271186415,12,False
392,VBD,3.054576271186442,12,False
393,TO,3.0498305084745785,12,False
394,RBR,0.10372881355932206,12,False
395,VBZ,2.3216949152542385,12,False
396,NNP,7.091525423728815,12,False
397,UH,0.8044067796610171,12,False
398,WP,1.9261016949152547,12,False
399,WRB,1.085084745762712,12,False
400,PDT,0.14067796610169497,12,False
401,VBN,0.7044067796610172,12,False
402,CD,1.0766101694915258,12,False
403,WDT,0.328135593220339,12,False
404,JJS,0.05152542372881357,12,False
405,POS,0.2976271186440678,12,False
406,FW,0.05084745762711864,12,False
407,NNPS,0.015254237288135592,12,False
408,RBS,0.007796610169491526,12,False
409,WP$,0.009830508474576269,12,False
410,SYM,0.0006779661016949153,12,False
0,RB,6.878989898989896,13,True
1,NN,20.384949494949495,13,True
2,NNP,12.79050505050505,13,True
3,VBD,9.564747474747476,13,True
4,VBZ,2.8071717171717148,13,True
5,VBP,3.9887878787878774,13,True
6,NNS,4.47030303030303,13,True
7,PRP$,2.631414141414141,13,True
8,TO,2.5013131313131303,13,True
9,DT,11.504343434343431,13,True
10,PRP,11.239595959595965,13,True
11,VB,5.2873737373737395,13,True
12,IN,10.11444444444444,13,True
13,JJ,8.536262626262623,13,True
14,CC,5.297070707070706,13,True
15,RP,1.0165656565656562,13,True
16,MD,1.3168686868686874,13,True
17,CD,1.1004040404040398,13,True
18,JJR,0.2189898989898989,13,True
19,VBG,1.9670707070707056,13,True
20,VBN,1.1406060606060602,13,True
21,WP,0.6660606060606058,13,True
22,EX,0.3575757575757582,13,True
23,WRB,0.8963636363636356,13,True
24,WDT,0.22696969696969707,13,True
25,PDT,0.26909090909090894,13,True
26,JJS,0.19898989898989902,13,True
27,SYM,0.06242424242424243,13,True
28,UH,0.27373737373737356,13,True
29,RBR,0.17181818181818204,13,True
30,RBS,0.029595959595959603,13,True
31,NNPS,0.038181818181818206,13,True
32,FW,0.039696969696969696,13,True
33,WP$,0.007676767676767677,13,True
34,POS,0.0014141414141414144,13,True
35,LS,0.00010101010101010102,13,True
